0,False,0
0.19137766967,True,0
2.44950174773,False,0
3.16803503612,True,0
5.39771099297,False,0
7.15985289999,True,0
9.5239618147,False,0
10.2647718207,True,0
10.3002610546,True,1
11.3245940312,True,2
11.780321324,True,1
12.7550922468,True,2
13.2611063618,True,3
13.7882190133,True,4
13.8552361606,True,5
14.0546258651,True,4
14.6290992562,True,3
15.1322488514,True,2
15.6517343805,True,1
16.6216584661,True,0
17.4467887061,False,0
19.8837504226,True,0
20.556258379,True,1
21.2997297721,True,2
22.206752246,True,1
22.7870143774,True,0
23.6276499426,True,1
24.1404920852,True,0
24.2630836413,True,1
24.914396468,True,2
25.7593239344,True,1
26.0670827083,True,2
29.6999226922,True,1
30.1808923252,True,2
32.1779916084,True,1
33.1847097567,True,2
33.2113052158,True,1
33.323379109,True,2
33.5898782533,True,1
35.5204089198,True,0
35.6073083874,False,0
39.1756274947,True,0
39.6392864125,False,0
39.7053380853,True,0
39.7799301235,True,1
40.8616361463,True,0
41.1200238329,False,0
46.5818910569,True,0
48.4824940625,False,0
51.193858985,True,0
51.3799864321,True,1
52.6566984312,True,0
52.663816716,True,1
53.490946436,True,2
53.6351404625,True,1
54.6629409903,True,2
55.1432425352,True,1
55.2158201343,True,0
56.1259169814,False,0
56.3374320405,True,0
56.7289965995,True,1
58.125225565,True,0
58.2192703339,False,0
59.3093291259,True,0
61.234187815,False,0
61.8253345671,True,0
62.792684973,False,0
63.5073170825,True,0
64.0653429573,True,1
64.0739336447,True,0
66.105800447,False,0
67.7874440823,True,0
68.2953586987,False,0
69.2730713952,True,0
70.3070110256,False,0
72.2911127356,True,0
72.3805155832,False,0
72.5412744148,True,0
73.7185519953,False,0
73.8986257616,True,0
74.2747461923,True,1
75.0773803418,True,2
75.5750683576,True,1
76.3573378204,True,0
76.6346122844,False,0
77.3873079801,True,0
77.6728609962,False,0
78.0999561745,True,0
79.3637169968,False,0
79.955284747,True,0
80.6020627238,False,0
80.7208132518,True,0
80.982764443,False,0
83.1808476692,True,0
83.2669015082,True,1
84.8184911451,True,0
85.9195807965,False,0
92.3073634885,True,0
92.3207608519,True,1
92.6226417223,True,0
92.7212047451,True,1
92.7347293895,True,0
92.7966964093,False,0
95.2139859765,True,0
95.8570702004,True,1
96.0388171332,True,2
96.2721764956,True,1
96.8317859048,True,2
96.9405849274,True,1
97.5036715361,True,2
97.6971936903,True,3
98.6075028142,True,2
101.091550442,True,3
102.444347554,True,2
102.471011221,True,1
102.477485191,True,2
102.681171544,True,1
102.852353506,True,0
103.518458855,False,0
103.602158912,True,0
103.618849783,True,1
104.237408323,True,2
105.025757167,True,1
105.378340501,True,0
106.182638482,False,0
112.460798186,True,0
112.99458631,False,0
112.999751326,True,0
113.530923014,False,0
119.916234699,True,0
120.52265053,True,1
123.190377885,True,0
123.343618804,False,0
128.59105685,True,0
128.598075258,True,1
129.24850231,True,0
129.349779037,False,0
129.675681884,True,0
129.705515731,False,0
131.54226151,True,0
134.578116434,False,0
137.249600761,True,0
138.15805432,False,0
141.301568919,True,0
141.772451463,False,0
146.885280139,True,0
148.159802063,False,0
148.49728032,True,0
148.720220526,False,0
150.039962273,True,0
150.203532692,True,1
151.42402971,True,0
152.373419934,False,0
153.475003796,True,0
153.79274571,False,0
